id,biomass,biomass_log,leaf_mass,leaf_mass_log,seed_mass,seed_mass_log,stem_mass,stem_mass_log,ht_flag,ht_flower,AmountC,AmountN,d13C,d15N,CN
127,0.16,-1.83258146374831,0.01,-4.60517018598809,0.1,-2.30258509299405,0.05,-2.99573227355399,9.27,17.47,1744.77393112621,94.6664073152427,-33.0727197954506,-2.15437167938335,18.4307610334894
128,0.13,-2.04022082852655,0.02,-3.91202300542815,0.07,-2.65926003693278,0.04,-3.2188758248682,12.83,17.3,1530.59614684152,96.054772899009,-33.3815848137122,-1.86896653792343,15.9346183499989
129,0.06,-2.81341071676004,0.01,-4.60517018598809,0.04,-3.2188758248682,0.02,-3.91202300542815,6.9,13.6,1769.60023014873,71.3169988226342,-32.9446816670232,-1.51401610717447,24.8131617897962
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,0.24,-1.42711635564015,0.03,-3.50655789731998,0.14,-1.96611285637283,0.08,-2.52572864430826,10.53,20.43,1466.21239135588,97.5401740714869,-33.9682758197615,-2.76463845639155,15.0318820456615
132,0.35,-1.04982212449868,NA,-2.40794560865187,0.12,-2.12026353620009,0.14,-1.96611285637283,13.2,21.3,1499.6234911456,122.9666088752,-33.9821048421046,-1.78306325600767,12.1953716123666
133,NA,-0.579818495252942,NA,-2.40794560865187,NA,-1.30933331998376,0.2,-1.6094379124341,13.2,24.43,1554.51053285992,119.223714175943,-33.9869518018392,-1.93247836488223,13.0386017882807
134,0.08,-2.52572864430826,0.01,-4.60517018598809,0.05,-2.99573227355399,0.02,-3.91202300542815,8.33,14.6,1896.62905190359,72.1067495577499,-33.0891975778399,-1.78985784758888,26.3030723688993
135,0.32,-1.13943428318836,0.04,-3.2188758248682,0.18,-1.71479842809193,0.1,-2.30258509299405,10.3,20.5,1563.09421336866,89.9174622605294,-34.0896569928819,-2.82672065856012,17.3836557891248
136,0.36,-1.02165124753198,0.05,-2.99573227355399,0.19,-1.66073120682165,0.13,-2.04022082852655,15.57,NA,1579.96414894944,98.087663292451,-33.8624423463195,-2.26507313992268,16.1076744609435
137,0.28,-1.27296567581289,0.04,-3.2188758248682,0.14,-1.96611285637283,0.1,-2.30258509299405,11.55,22.95,1460.3348795177,86.9683846338702,-33.8494738347841,-1.42866338546237,16.791560354554
138,0.28,-1.27296567581289,0.04,-3.2188758248682,0.13,-2.04022082852655,0.11,-2.20727491318972,12.57,24.27,1355.77588979605,87.9345712657006,-33.5400594673617,-2.35944628949861,15.4180076195457
139,0.12,-2.12026353620009,0.01,-4.60517018598809,0.08,-2.52572864430826,0.03,-3.50655789731998,7.87,15.27,1473.30384356089,77.8635530192042,-33.3301437418729,-2.17696296489601,18.9216107720838
140,0.08,-2.52572864430826,0,NA,0.05,-2.99573227355399,0.03,-3.50655789731998,9.33,17.2,1361.61211193414,47.9106953356591,-32.9151691892344,0.264949239489024,NA
141,0.27,-1.30933331998376,0.04,-3.2188758248682,0.14,-1.96611285637283,0.1,-2.30258509299405,14.6,26,1498.18021605776,92.5305107329341,-33.8759018109981,-0.381070456987633,16.1912022768563
142,0.2,-1.6094379124341,0.03,-3.50655789731998,0.1,-2.30258509299405,0.07,-2.65926003693278,10.4,17.97,1598.02024468407,111.931873341242,-34.0414856119143,-0.784026539283946,14.2767220540681
143,0.1,-2.30258509299405,0.01,-4.60517018598809,0.06,-2.81341071676004,0.03,-3.50655789731998,9.67,16.8,1441.10883036213,80.3028656019418,-33.1106260848586,-1.37399594244111,17.9459203548931
144,0.28,-1.27296567581289,0.04,-3.2188758248682,0.13,-2.04022082852655,0.1,-2.30258509299405,16.13,25.67,1752.89203465769,109.049892181697,-34.1257319033903,-1.41448912131938,16.0742207038322
145,0.17,-1.77195684193188,0.02,-3.91202300542815,0.09,-2.40794560865187,0.06,-2.81341071676004,9.8,18,1793.86859532529,101.852424554324,-33.7091883117741,-2.53900894402496,17.6124289939559
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,0.1,-2.30258509299405,0.01,-4.60517018598809,0.05,-2.99573227355399,0.03,-3.50655789731998,9.67,18.4,1654.282448064,89.4070060862615,-32.9799731433704,-2.61899446752309,18.5028279156101
148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,0.09,-2.40794560865187,0.01,-4.60517018598809,0.06,-2.81341071676004,0.03,-3.50655789731998,8.87,15.77,1436.68634673878,72.0716290589798,-32.8889422728015,-1.34437349304701,19.9341455923393
150,0.36,-1.02165124753198,0.07,-2.65926003693278,0.14,-1.96611285637283,0.15,-1.89711998488588,11.47,25.33,1612.01975752474,93.110055144904,-33.0493905621702,-2.70960255721988,17.3130577037679
151,0.19,-1.66073120682165,0.03,-3.50655789731998,0.1,-2.30258509299405,0.06,-2.81341071676004,9.65,18.75,1443.56804996957,98.2667701923858,-33.9198605178228,-2.47429890053262,14.6902971079986
152,0.09,-2.40794560865187,0.01,-4.60517018598809,0.06,-2.81341071676004,0.02,-3.91202300542815,8.73,15.23,1682.78054455574,78.5230871194697,-33.4156818299144,-0.356133965772562,21.4303920832284
153,0.25,-1.38629436111989,0.03,-3.50655789731998,0.12,-2.12026353620009,0.1,-2.30258509299405,12.3,20.93,1624.06007600799,114.106405972975,-33.4996926207396,-2.10353212940122,14.2328562727024
154,0.22,-1.51412773262978,0.02,-3.91202300542815,0.13,-2.04022082852655,0.07,-2.65926003693278,11.03,18.7,1397.80799351257,93.7477130512634,-33.6691323139949,-0.323115615210077,14.9103156548279
155,0.18,-1.71479842809193,0.02,-3.91202300542815,0.09,-2.40794560865187,0.06,-2.81341071676004,10.03,18.13,1390.64752633145,85.8176614608532,-33.8211116445906,-1.72414055235597,16.204677483152
156,0.33,-1.10866262452161,NA,-1.83258146374831,0.04,-3.2188758248682,0.12,-2.12026353620009,12.9,20.9,1309.43334620593,104.678514924756,-33.7589672686485,-0.918898777741816,12.5090936487508
157,0.1,-2.30258509299405,0.01,-4.60517018598809,0.07,-2.65926003693278,0.02,-3.91202300542815,8.27,14.53,1578.64093892566,75.8157916215926,-32.7138163519648,-1.76254753098218,20.8220596944352
158,0.07,-2.65926003693278,0.01,-4.60517018598809,0.04,-3.2188758248682,0.02,-3.91202300542815,7.23,16.67,1400.6183068856,85.3702545981002,-33.2228184023025,-1.56801201467471,16.4063972103553
159,0.2,-1.6094379124341,0.02,-3.91202300542815,0.11,-2.20727491318972,0.07,-2.65926003693278,9.73,17.23,1366.85474726052,115.342902935877,NA,NA,11.8503584743345
160,0.08,-2.52572864430826,0.01,-4.60517018598809,0.06,-2.81341071676004,0.02,-3.91202300542815,6.77,13.47,1597.17642012499,56.2458199222583,-33.1715837986969,NA,NA
161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.2,-1.6094379124341,0.02,-3.91202300542815,0.11,-2.20727491318972,0.07,-2.65926003693278,10.33,18.9,1519.55414686927,96.6767067219134,-33.8613209859003,-2.53073099499672,15.7178931553823
163,0.15,-1.89711998488588,0.02,-3.91202300542815,0.08,-2.52572864430826,0.05,-2.99573227355399,9.1,16.65,NA,NA,NA,NA,NA
164,0.3,-1.20397280432594,0.05,-2.99573227355399,0.13,-2.04022082852655,0.12,-2.12026353620009,13.1,23.7,1687.07668592644,113.799504829153,-34.1634330159023,-1.4856155000678,14.8249914484184
165,0.26,-1.34707364796661,0.01,-4.60517018598809,0.09,-2.40794560865187,0.15,-1.89711998488588,8.27,16.87,1359.01473261078,78.1616059849129,-33.3166818855977,-1.09837215264271,17.3872416704577
166,0.3,-1.20397280432594,0.04,-3.2188758248682,0.14,-1.96611285637283,0.12,-2.12026353620009,13.35,24.1,1422.0871502281,84.1967481910278,-32.9421996736332,-2.04196010780938,16.8900483781349
167,0.09,-2.40794560865187,0.01,-4.60517018598809,0.05,-2.99573227355399,0.03,-3.50655789731998,6.53,14.2,1668.06152187565,68.6704831829094,-33.103011709407,-2.37544352282553,24.2908079943552
168,0.32,-1.13943428318836,0.01,-4.60517018598809,0.19,-1.66073120682165,0.12,-2.12026353620009,10.87,23.5,1376.32752534381,85.9728935369235,-37.8355684058344,-0.288467815980728,16.008854287924
169,0.28,-1.27296567581289,0.01,-4.60517018598809,0.2,-1.6094379124341,0.07,-2.65926003693278,8.17,18.73,1751.85874343697,78.4800487070355,-36.676394986322,0.494887253555376,22.3223452622542
170,0.75,-0.287682072451781,0.06,-2.81341071676004,0.39,-0.941608539858445,0.3,-1.20397280432594,14.57,27.4,1593.58457594668,69.7230390071603,-37.9011060463597,-0.502919018938521,22.8559253675535
171,0.39,-0.941608539858445,0.02,-3.91202300542815,0.26,-1.34707364796661,0.11,-2.20727491318972,9.15,22.3,1436.0302467292,73.9902724661633,-37.2095660726285,NA,19.4083654359553
172,0.61,-0.49429632181478,0.16,-1.83258146374831,0.16,-1.83258146374831,0.29,-1.23787435600162,20,31.3,1477.63641254274,91.3891749381939,-37.7618285734713,1.00540484603994,16.1686153041873
173,0.51,-0.673344553263766,0.4,-0.916290731874155,0.06,NA,0.27,-1.30933331998376,17.05,32.5,1542.77469755369,89.2062622518135,-38.1567085829426,-0.218594585055944,17.2944663144692
174,0.22,-1.51412773262978,0.01,-4.60517018598809,0.15,-1.89711998488588,0.06,-2.81341071676004,18.5,26.53,1371.83721721307,76.0262819023784,-36.6774435082839,-2.04358960481673,18.0442497368814
175,0.36,-1.02165124753198,0.01,-4.60517018598809,0.24,-1.42711635564015,0.1,-2.30258509299405,11.23,21.53,1618.89421908842,74.6373555361025,-37.5509887368481,1.27069677952509,21.6901336798482
176,1.47,0.385262400790645,0.32,-1.13943428318836,0.47,-0.755022584278033,0.68,-0.385662480811985,24.03,36.33,1557.52891812822,79.9125076957713,-38.6735143321449,-1.2533827702323,19.4904272564912
177,0.39,-0.941608539858445,0.03,-3.50655789731998,0.23,-1.46967597005894,0.13,-2.04022082852655,10.2,21.87,1625.8932720193,98.7109234618359,-37.6302834443478,0.295285639512255,16.4712598666743
178,0.72,-0.328504066972036,0.1,-2.30258509299405,0.29,-1.23787435600162,0.32,-1.13943428318836,15.25,29,1548.62523311724,87.5471893807158,-37.7544518826276,NA,17.6890342690814
179,0.16,-1.83258146374831,0.01,-4.60517018598809,0.11,-2.20727491318972,0.04,NA,6.07,14.3,NA,NA,NA,-0.0119167521906732,24.5124132079108
180,0.45,-0.798507696217772,0.02,-3.91202300542815,0.28,-1.27296567581289,0.16,-1.83258146374831,11.03,21.93,1419.75576322848,79.3639162472199,-37.7929018051324,-1.19280946337796,17.8891847877808
181,0.56,-0.579818495252942,0.25,-1.38629436111989,0.24,-1.42711635564015,0.23,-1.46967597005894,13.97,23.7,1357.26604889043,70.5944614368968,-37.2398223757283,-1.53054093203217,19.2262398673254
182,0.84,-0.174353387144778,0.33,-1.10866262452161,0.42,-0.867500567704723,0.43,-0.843970070294529,15,32.25,1429.35819168195,96.2873850337277,-38.8011249288951,-0.447702150227173,14.8447087973286
183,0.29,-1.23787435600162,0.01,-4.60517018598809,0.18,-1.71479842809193,0.1,-2.30258509299405,12.07,23.53,1651.86864740355,78.8766865591597,-37.4604206956718,-0.463522942237797,20.9424193568856
184,0.64,-0.446287102628419,0.04,-3.2188758248682,0.33,-1.10866262452161,0.27,-1.30933331998376,15.85,30.15,1345.4115441989,70.2045339417624,-38.1078279872643,0.127938278463175,19.1641688742636
185,0.74,-0.301105092783922,0.07,-2.65926003693278,0.38,-0.967584026261706,0.29,-1.23787435600162,13.4,25.1,1628.19501132509,84.2496376693334,-37.1805064456804,1.53646950130121,19.3258399248612
186,1.35,0.300104592450338,0.44,-0.82098055206983,0.34,-1.07880966137193,0.57,-0.562118918153541,22.87,35.9,1560.38607203611,91.0581944000195,-38.9144511045788,-0.142102188801685,17.1361411492668
187,0.27,-1.30933331998376,0.12,-2.12026353620009,0.12,-2.12026353620009,0.14,-1.96611285637283,9.05,16.7,1396.40695437649,74.6610895965927,NA,0.855855054593774,18.7032758552217
188,0.32,-1.13943428318836,0.01,-4.60517018598809,0.21,-1.56064774826467,0.09,-2.40794560865187,12.27,20.07,1695.60663522493,93.5931264147827,-37.5769389843388,0.612713074501487,18.1167859241115
189,0.66,-0.415515443961666,0.02,-3.91202300542815,0.44,-0.82098055206983,0.2,-1.6094379124341,9.5,21.5,1544.86602908101,101.231239993149,-37.8243172162799,-0.0688745624386287,15.2607636653029
190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,0.35,-1.04982212449868,0.01,-4.60517018598809,0.23,-1.46967597005894,0.11,-2.20727491318972,10.47,22.13,1560.20409151346,85.4711151351572,-37.5607403522294,-0.178237554706469,18.2541679612613
192,1.21,0.19062035960865,0.15,-1.89711998488588,0.51,-0.673344553263766,0.55,-0.59783700075562,19.5,37.4,1592.57562574421,69.9644464826169,-38.6394670271756,-0.0864995920875192,22.7626416817275
193,0.8,-0.22314355131421,0.06,-2.81341071676004,0.46,-0.776528789498996,0.28,-1.27296567581289,12.85,26.5,1403.89643879763,83.8906814128974,-37.8424292612588,0.367943233880918,16.7348317495224
194,NA,0.518793793415168,0.62,-0.478035800943,0.29,-1.23787435600162,0.77,-0.261364764134408,16.63,29,1667.37180156934,95.7839419837942,-38.2785832719162,-0.641366107634594,17.4076339628144
195,0.65,-0.430782916092454,0.07,-2.65926003693278,0.34,-1.07880966137193,0.24,-1.42711635564015,16.5,28.83,1560.7140701929,100.495983959307,-38.6712213944407,0.338682159663223,15.5301138284776
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,0.5,-0.693147180559945,0.03,-3.50655789731998,0.28,-1.27296567581289,0.19,-1.66073120682165,17.25,31.3,1513.00093942627,59.6510850033096,-37.6722868454275,0.0809968151147824,25.3641813781313
198,0.3,-1.20397280432594,0.01,-4.60517018598809,0.18,-1.71479842809193,0.1,-2.30258509299405,9.5,20.05,1667.99599440284,108.587183650011,-37.1932526077832,-1.30677209110695,15.3608919426346
199,0.33,-1.10866262452161,0.01,-4.60517018598809,0.21,-1.56064774826467,0.1,-2.30258509299405,10.43,21.27,1467.17002235803,64.326847462353,-37.4092671904408,-0.119255911519162,22.8080510741131
200,0.86,-0.150822889734584,0.1,-2.30258509299405,0.41,-0.891598119283784,0.35,-1.04982212449868,14.9,29.07,1534.03044708319,74.8869641280288,-38.4119812449899,-0.853752928121027,20.4846125750346
201,0.14,NA,0.02,-3.91202300542815,0.08,-2.52572864430826,0.04,NA,11,18.4,1535.67772159603,56.2928303858242,NA,NA,27.2801653615688
202,NA,NA,0.2,-1.6094379124341,NA,NA,0.09,-2.40794560865187,7.4,NA,1300.04001500829,55.0606663058725,NA,0.355872125935617,23.6110476358263
203,0.57,-0.562118918153541,0.06,-2.81341071676004,0.3,-1.20397280432594,0.21,-1.56064774826467,15.47,29.7,1442.87877101687,80.2593075841373,-38.0058976882842,-0.827545368661646,17.9777126721941
204,1.1,0.0953101798043249,0.23,-1.46967597005894,0.36,-1.02165124753198,0.5,-0.693147180559945,13.23,25.23,1487.66585891701,70.7107487787188,-38.3082782660246,-1.27618896239978,21.0387513159066
205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,0.92,-0.083381608939051,0.35,-1.04982212449868,0.33,-1.10866262452161,0.44,-0.82098055206983,18,35.9,1378.65531404622,89.4479057561312,-38.2932635510701,-1.20496158183447,15.412941224191
207,0.46,-0.776528789498996,0.07,-2.65926003693278,0.19,-1.66073120682165,0.2,-1.6094379124341,14,24.7,1581.09178699984,78.6347392604219,-37.3502775508275,1.43254206489292,20.1067848875749
208,1.03,0.0295588022415444,0.22,-1.51412773262978,0.34,-1.07880966137193,0.47,-0.755022584278033,22.3,36.4,1477.77476581903,71.4398817935887,-38.0593289325082,0.0317571078814805,20.6855712624045
209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,0.55,-0.59783700075562,0.09,-2.40794560865187,0.25,-1.38629436111989,0.21,-1.56064774826467,10.57,29.33,1701.066378309,92.0133907100749,-37.4970825661894,-1.31790725871826,18.4871611097226
211,1.32,0.27763173659828,0.43,-0.843970070294529,0.35,-1.04982212449868,0.54,-0.616186139423817,16.5,32.47,1648.70447017023,66.8172703941635,NA,-0.375372958661617,24.6748252427001
212,1.3,0.262364264467491,0.25,-1.38629436111989,0.47,-0.755022584278033,0.57,-0.562118918153541,18.53,34.93,1634.38656430825,81.1463608790139,-38.2995820931127,0.379982058067923,20.1412182456963
213,0.69,-0.371063681390832,0.15,-1.89711998488588,0.28,-1.27296567581289,0.27,-1.30933331998376,15.63,25.63,1391.03381538345,86.120149025252,-38.619870445878,-0.0405326327999341,16.1522457999414
214,0.8,-0.22314355131421,0.05,-2.99573227355399,0.48,-0.7339691750802,0.28,-1.27296567581289,11.8,24.57,1547.25611098963,87.1250138189796,-38.1031626011162,-0.26337291493464,17.7590343251408
215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,0.68,-0.385662480811985,0.05,-2.99573227355399,0.37,-0.994252273343867,0.26,-1.34707364796661,13.63,27.2,1579.66913632373,87.0130938309566,-37.9061301033447,-1.1832775411713,18.1543842055842
217,1.04,0.0392207131532813,0.39,-0.941608539858445,0.02,NA,0.38,-0.967584026261706,13.97,27.1,1346.64512105653,83.9139391438224,NA,-2.29418954319641,16.0479311875525
218,0.87,-0.139262067333508,0.05,-2.99573227355399,0.49,-0.713349887877465,0.33,-1.10866262452161,13.27,26.03,1598.51559785199,72.6281427536567,-37.8330676735904,0.0930982087881099,22.0095893581349
219,0.96,-0.0408219945202552,0.43,-0.843970070294529,0.24,-1.42711635564015,0.42,-0.867500567704723,20.33,35.75,1346.97816372622,72.032864783449,-37.9308450436145,1.1240321386359,18.6994945678701
220,0.71,-0.342490308946776,0.15,-1.89711998488588,0.24,-1.42711635564015,0.32,-1.13943428318836,19.83,32.13,1444.4403701376,64.3438073099332,-38.1673082333332,0.497264474958164,22.4487861462716
221,0.48,-0.7339691750802,0.04,-3.2188758248682,0.29,-1.23787435600162,0.15,-1.89711998488588,10.83,22.6,1469.89428813104,82.8617361956967,-37.9512800901166,0.67849076572357,17.7391200766003
222,1.55,0.438254930931155,0.53,-0.63487827243597,0.27,-1.30933331998376,0.76,-0.27443684570176,NA,NA,1534.30435453684,62.6738685183757,-37.8704188288552,0.175265205059843,24.4807667183811
223,0.45,-0.798507696217772,0.03,-3.50655789731998,0.26,-1.34707364796661,0.16,-1.83258146374831,12.25,24.25,1638.40761498261,76.9504967691293,-37.4077648683537,1.3622803194874,21.2917093946547
224,0.94,-0.0618754037180875,0.4,-0.916290731874155,0.09,-2.40794560865187,0.45,-0.798507696217772,23.35,33.1,1365.32957695025,78.472128396894,-38.3497712362823,-0.845670218620607,17.3989109871561
225,0.88,-0.127833371509885,0.13,-2.04022082852655,0.37,-0.994252273343867,0.37,-0.994252273343867,17.33,31.13,1346.77609208204,66.7756269756177,-37.7805393006844,0.106993826181757,20.1686776010923
226,1.37,0.314810739840034,0.63,-0.462035459596559,0.1,-2.30258509299405,0.48,-0.7339691750802,16.83,31.8,1655.16568902453,100.136724140188,-39.0093530970323,0.342817550132798,16.5290576782536
227,0.4,-0.916290731874155,0.03,-3.50655789731998,0.24,-1.42711635564015,0.13,-2.04022082852655,9.17,19.97,1413.98023294315,77.1813618016393,-38.1619027468397,0.162442428675222,18.3202291322245
228,0.57,-0.562118918153541,0.03,-3.50655789731998,0.33,-1.10866262452161,0.21,-1.56064774826467,9.17,23.37,1586.34588482747,95.5649489633406,-37.9866959180096,0.252395354122871,16.5996623451974
229,0.55,-0.59783700075562,0.04,-3.2188758248682,0.29,-1.23787435600162,0.22,-1.51412773262978,12.7,30.65,1450.23989089998,76.3112398361952,-38.524341677154,NA,19.0042763557894
230,1.19,0.173953307123438,0.43,-0.843970070294529,0.19,-1.66073120682165,0.57,-0.562118918153541,15.4,23.57,1336.11667576563,54.2593965900577,-37.2159060526179,-0.534146155042795,24.6246136104369
231,0.61,-0.49429632181478,0.17,-1.77195684193188,0.07,NA,0.2,-1.6094379124341,13.05,22.5,1435.47023505744,86.6129969546271,-38.0297574649342,1.22585180907446,16.573381426917
232,1.42,0.350656871613169,0.3,-1.20397280432594,0.49,-0.713349887877465,0.63,-0.462035459596559,16.33,26.43,1442.18040023137,68.1781732731061,-37.4444928838413,0.571053395237785,21.1531100203334
233,1.11,0.104360015324243,0.21,-1.56064774826467,0.39,-0.941608539858445,0.51,-0.673344553263766,16.17,33.5,1621.07240295293,91.8256713594709,-38.5311366656555,-0.582050519069386,17.6538039848019
234,0.43,-0.843970070294529,0.08,-2.52572864430826,0.18,-1.71479842809193,0.16,-1.83258146374831,14.63,24.2,1617.5414118807,82.5845849666686,-38.1722204935733,-1.54126512197799,19.586481091278
235,0.79,-0.23572233352107,0.25,-1.38629436111989,0.19,-1.66073120682165,0.36,-1.02165124753198,20.97,35.87,1461.18676352011,73.1791277649669,-38.006507010787,-1.38378783971501,19.9672612689929
236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.83,-0.186329578191493,0.35,-1.04982212449868,0.44,-0.82098055206983,0.43,-0.843970070294529,13.37,27.1,1667.82471735975,107.523380492536,-38.8333175396134,-1.15524387352734,15.5112749405747
238,1.12,0.113328685307003,0.35,-1.04982212449868,0.19,-1.66073120682165,0.58,-0.544727175441672,22.23,34.3,1665.08391824532,93.448101702156,-37.9892573539956,-1.13791750415249,17.818274399542
239,0.69,-0.371063681390832,0.05,-2.99573227355399,0.34,-1.07880966137193,0.29,-1.23787435600162,16.73,33.43,1508.56259124456,77.7513170225116,-38.2058886358079,0.466258869960255,19.4024056313771
240,0.8,-0.22314355131421,0.25,-1.38629436111989,0.2,-1.6094379124341,0.35,-1.04982212449868,19.35,28.7,NA,100.144277712489,-38.3857463337364,-0.558298408761851,19.04522732247
241,0.25,-1.38629436111989,0.01,-4.60517018598809,0.18,-1.71479842809193,0.06,-2.81341071676004,7.8,17.3,1420.75276999915,69.3144863720018,-37.4247635714748,-0.600651262740694,20.4971982678218
242,1.22,0.198850858745165,0.44,-0.82098055206983,0.23,-1.46967597005894,0.55,-0.59783700075562,19.63,29.53,1611.01253708053,77.6846819498711,-38.4836724837819,-0.301525496470605,20.7378404164684
243,0.29,-1.23787435600162,0.02,-3.91202300542815,0.18,-1.71479842809193,0.09,-2.40794560865187,10.77,22.73,1520.65776617232,84.6621583666572,NA,1.71597937445054,17.9614812037583
244,0.48,-0.7339691750802,0.04,-3.2188758248682,0.28,-1.27296567581289,0.17,-1.77195684193188,13.6,24.35,1674.81956170015,89.9482943262871,-38.4170481721776,-0.24486786045384,18.6198034575814
245,0.97,-0.0304592074847086,0.08,-2.52572864430826,0.49,-0.713349887877465,0.39,-0.941608539858445,17.8,35.7,1705.05534709016,105.484682318985,-38.8117313906312,-0.190615116902472,16.1640089310227
246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.41,-0.891598119283784,0.03,-3.50655789731998,0.24,-1.42711635564015,0.15,-1.89711998488588,12.83,27.5,1442.01341554512,88.5989664531513,-37.7441816751142,0.374504271736686,16.2757363124277
248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,1.26,0.231111720963387,0.19,-1.66073120682165,0.5,-0.693147180559945,0.57,-0.562118918153541,17.37,31.37,1556.23313806985,52.6564005537853,-38.9240122319141,-0.521485753568155,NA
250,1.31,0.27002713721306,0.51,-0.673344553263766,0.13,-2.04022082852655,0.66,-0.415515443961666,21.53,38.57,1346.9337574089,64.2750963585436,-37.7179677570365,0.0246872140065994,20.9557641095604
251,0.86,-0.150822889734584,0.22,-1.51412773262978,0.26,-1.34707364796661,0.37,-0.994252273343867,12.77,23.83,1621.25210343353,106.047097084816,-38.2246348410702,0.441266908762827,15.2880385036553
